lang,color,n_docs,n_proper_noun_flagged,pct_proper_noun_flagged,topic_idx,top_words,Translation ,primary,secondary,denonatitive or connotative,label
es,white,1500,409,27.3,1,"blanco, español, grupo, juan, paso, pan, rayos, electrones, richard, antonio","white, Spanish, group, Juan, step, bread, rays, electrons, Richard, Antonio",Unknown,,unknown,
es,white,1500,409,27.3,2,"blanco, gobierno, político, español, futbolista, luis, eduardo, pedro, 1973, banda","white, government, political, Spanish, footballer, Luis, Eduardo, Pedro, 1973, band",named entity,,Occurence,
es,white,1500,409,27.3,3,"blanco, color, plata, negro, metal, nombre, representa, rey, imagen, rojo","white, colour, silver, black, metal, name, represents, king, image, red",Colour co-occurrence,,Occurence,
es,white,1500,409,27.3,4,"blancos, unidos, blanco, mayoría, blanca, células, hombres, sistema, cuerpo, número","whites, united, white, majority, white, cells, men, system, body, number",Life experiences,,Occurence,
es,white,1500,409,27.3,5,"blanca, enana, actriz, estrellas, blancas, estrella, enanas, masa, caso, tipo","white, dwarf, actress, stars, whites, star, dwarfs, mass, case, type",Space,,Occurence,
es,white,1500,409,27.3,6,"blanco, negro, color, grado, película, josé, tezcatlipoca, grises, frente, televisión","white, black, colour, grade, film, José, Tezcatlipoca, greys, front, television",Arts & entertainment,,Occurence,
es,white,1500,409,27.3,7,"blanco, blanca, forma, cerdo, arietis, méxico, jamón, costa, frecuencia, monte","white, white, form, pig, Arietis, Mexico, ham, coast, frequency, mount",Food & drink,,Occurence,
es,white,1500,409,27.3,8,"blanca, san, blancos, blanco, manuel, encalada, roja, población, república, francisco","white, San, whites, white, Manuel, whitewashed, red, population, republic, Francisco",Politics & ideology,,Occurence,
es,white,1500,409,27.3,9,"blanco, amarillo, país, blancos, 000, obra, libres, orden, descendientes, venezolano","white, yellow, country, whites, 000, work, free, order, descendants, Venezuelan",Identity ,,Association,
es,white,1500,409,27.3,10,"blancos, negros, blanco, azúcar, río, mestizos, grupos, blanca, sur, rosa","whites, blacks, white, sugar, river, mestizos, groups, white, south, pink",Identity ,,Association,
es,white,1500,409,27.3,11,"blanca, sustancia, blancas, gris, negras, piezas, cordillera, color, jugador, núcleos","white, matter, whites, grey, blacks, pieces, mountain range, colour, player, nuclei",Unknown,,unknown,
es,white,1500,409,27.3,12,"blanco, azul, rojo, colores, bandera, verde, color, escudo, cantidad, brillante","white, blue, red, colours, flag, green, colour, shield, quantity, bright",Colour co-occurrence,,Occurence,
es,white,1500,409,27.3,13,"blanca, casa, luz, presidente, negra, espectro, armas, forma, andreu, prisma","white, house, light, president, black, spectrum, weapons, form, Andreu, prism",named entity,,Occurence,
es,white,1500,409,27.3,14,"blancas, blanca, ciudad, española, bahía, arroz, blanco, argentina, langostino, rojas","whites, white, city, Spanish, bay, rice, white, Argentina, langoustine, reds",Food & drink,,Occurence,
es,white,1500,409,27.3,15,"blanco, blanca, años, the, miguel, ángel, chocolate, eta, término, pueblo","white, white, years, the, Miguel, Ángel, chocolate, ETA, term, town",Unknown,,unknown,
es,red,1500,469,31.3,1,"roja, cruz, luz, internacional, ciudad, años, onda, azul, longitudes, energía","red, cross, light, international, city, years, wave, blue, wavelengths, energy",Conflict ,Space,Association,
es,red,1500,469,31.3,2,"rojo, ejército, guerra, soviética, unión, mundial, rojas, organización, manuel, paraguayo","red, army, war, Soviet, union, world, reds, organisation, Manuel, Paraguayan",Conflict ,,Association,
es,red,1500,469,31.3,3,"rojo, mar, mediterráneo, canal, norte, río, sur, nilo, egipto, golfo","red, sea, Mediterranean, canal, north, river, south, Nile, Egypt, gulf",named entity,,Occurence,
es,red,1500,469,31.3,4,"rojas, futbolista, español, josé, mancha, chileno, político, antonio, mexicano, juan","reds, footballer, Spanish, José, spot/La Mancha, Chilean, political, Antonio, Mexican, Juan",named entity,,Occurence,
es,red,1500,469,31.3,5,"nombre, cantidad, brillante, bandera, alto, roja, fútbol, referencia, actual, chile","name, quantity, bright, flag, high, red, football, reference, current, Chile",named entity,,Occurence,
es,red,1500,469,31.3,6,"rojas, francisco, desierto, juan, luis, rojo, corrimiento, costa, alemanas, león","reds, Francisco, desert, Juan, Luis, red, shift, coast, German, León",named entity,,Occurence,
es,red,1500,469,31.3,7,"rojo, ejército, república, alemania, rojas, banda, febrero, temperatura, septiembre, facción","red, army, republic, Germany, reds, band, February, temperature, September, faction",Conflict ,,Association,
es,red,1500,469,31.3,8,"rojas, estrellas, gustavo, pinilla, grupo, enanas, militar, flores, agosto, batalla","reds, stars, Gustavo, Pinilla, group, dwarfs, military, flowers, August, battle",Unknown,,unknown,
es,red,1500,469,31.3,9,"rojos, glóbulos, millones, sangre, hemoglobina, piel, amarillos, células, tamaño, cadenas","red blood cells, blood cells, millions, blood, haemoglobin, skin, yellow blood cells, cells, size, chains",named entity,,Occurence,
es,red,1500,469,31.3,10,"rojo, azul, color, púrpura, colores, superior, construcción, obra, espacio, verde","red, blue, colour, purple, colours, upper, construction, work, space, green",Colour co-occurrence,,Occurence,
es,red,1500,469,31.3,11,"rojo, negro, color, azul, colores, especies, blanco, verde, fondo, amarillo","red, black, colour, blue, colours, species, white, green, background, yellow",Colour co-occurrence,,Occurence,
es,red,1500,469,31.3,12,"rojo, color, azul, verde, oscuro, púrpura, sangre, violeta, llamado, onda","red, colour, blue, green, dark, purple, blood, violet, called, wave",Colour co-occurrence,,Occurence,
es,red,1500,469,31.3,13,"algas, rojo, colores, azul, rojas, amarillo, verde, blanco, plantas, verdes","algae, red, colours, blue, reds, yellow, green, white, plants, greens",Colour co-occurrence,,Occurence,
es,red,1500,469,31.3,14,"rojo, años, planeta, conocido, marte, vida, pigmento, hongos, diciembre, escudo","red, years, planet, known, Mars, life, pigment, fungi, December, shield",Space,,Occurence,
es,red,1500,469,31.3,15,"roja, bandera, estrella, gigante, blanca, sol, rojos, tierra, núcleo, alga","red, flag, star, giant, white, sun, reds, earth, core, algae",Space,,Occurence,
es,green,1500,367,24.5,1,"luz, verde, pisco, oro, cian, mosto, oscuro, clorofila, pigmento, color","light, green, pisco, gold, cyan, must(mosto), dark, chlorophyll, pigment, colour",Food & drink,Colour co-occurrence,Occurence,
es,green,1500,367,24.5,2,"verde, energía, color, planta, forma, países, tomate, chile, miembros, marinas","green, energy, colour, plant, form, countries, tomato, chilli, members, marine",Ecology & environment,,Occurence,
es,green,1500,367,24.5,3,"verde, habitante, superior, metros, verdes, espacio, isla, cuadrados, inferior, público","green, inhabitant, upper, metres, greens, space, island, square (metres), lower, public",Ecology & environment,,Occurence,
es,green,1500,367,24.5,4,"verdes, ciudad, zonas, espacios, parque, parques, áreas, jardines, urbano, centro","greens, city, zones, spaces, park, parks, areas, gardens, urban, centre",Ecology & environment,,Occurence,
es,green,1500,367,24.5,5,"verde, cabo, áfrica, portugués, nacional, islas, país, escudo, producción, países","green, cape, Africa, Portuguese, national, islands, country, shield, production, countries",named entity,,Occurence,
es,green,1500,367,24.5,6,"verde, cabo, guinea, especies, santo, brasil, portuguesa, africano, río, independencia","green, cape, Guinea, species, Santo, Brazil, Portuguese, African, river, independence",named entity,,Occurence,
es,green,1500,367,24.5,7,"verde, color, azul, rojo, amarillo, colores, negro, blanco, naranja, violeta","green, colour, blue, red, yellow, colours, black, white, orange, violet",Colour co-occurrence,,Occurence,
es,green,1500,367,24.5,8,"algas, verdes, plantas, rojas, terrestres, grupo, plantae, grupos, cloroplastos, multicelulares","algae, greens, plants, reds, terrestrial, group, Plantae, groups, chloroplasts, multicellular",Ecology & environment,,Occurence,
es,green,1500,367,24.5,9,"verde, casa, ciudad, zona, color, obras, novelas, fruto, 25, paz","green, house, city, zone, colour, works, novels, fruit, 25, peace",Unknown,,unknown,
es,green,1500,367,24.5,10,"hojas, verdes, bacterias, azufre, cm, verde, fotosíntesis, green, europa, especie","leaves, greens, bacteria, sulphur, cm, green, photosynthesis, green, Europe, species",Ecology & environment,,Occurence,
es,green,1500,367,24.5,11,"verde, tortuga, san, marcha, importantes, plátano, marruecos, comunes, español, 1975","green, turtle, San, march, important, banana, Morocco, common, Spanish, 1975",Unknown,,unknown,
es,green,1500,367,24.5,12,"verde, tierra, nombre, blanca, campo, bandera, zona, ii, referencia, posee","green, earth, name, white, field, flag, zone, II, reference, possesses",Identity ,,Occurence,
es,green,1500,367,24.5,13,"verde, partido, partidos, años, unión, sur, obra, gobierno, cabo, cerro","green, party, parties, years, union, south, work, government, cape, hill",Politics & ideology,,Association,
es,green,1500,367,24.5,14,"verde, semillas, monte, verdes, plantas, amarillas, puente, síntesis, generación, plan","green, seeds, mount, greens, plants, yellow, bridge, synthesis, generation, plan",Ecology & environment,,Occurence,
es,green,1500,367,24.5,15,"verdes, azules, ojos, flores, proceso, forman, grises, tonos, diamantes, agente","greens, blues, eyes, flowers, process, form, greys, tones, diamonds, agent",Colour co-occurrence,,Occurence,
es,yellow,1500,74,4.9,1,"amarillo, mar, china, río, norte, sur, km, oeste, centro, corea","yellow, sea, China, river, north, south, km, west, centre, Korea",named entity,,Occurence,
es,yellow,1500,74,4.9,2,"amarillas, amarilla, forma, ciudad, fiebre, sistema, estrellas, papel, población, transmisión","yellows, yellow, form, city, fever, system, stars, paper, population, transmission",Warnings,,Association,
es,yellow,1500,74,4.9,3,"amarilla, hierba, flor, común, tierra, 000, taxis, san, amarillo, blanca","yellow, grass, flower, common, earth, 000, taxis, San, yellow, white",Ecology & environment,,Occurence,
es,yellow,1500,74,4.9,4,"amarillo, color, rojas, amarilla, pálido, roja, dorado, naranja, bandera, amarillas","yellow, colour, reds, yellow, pale, red, golden, orange, flag, yellows",Colour co-occurrence,,Occurence,
es,yellow,1500,74,4.9,5,"sol, fondo, blancas, amarilla, amarillo, papa, franja, mm, cuyo, flores","sun, background, whites, yellow, yellow, potato, stripe, mm, whose, flowers",Ecology & environment,,Occurence,
es,yellow,1500,74,4.9,6,"luz, amarillo, azul, colores, maíz, mezcla, amarilla, verde, blanco, blanca","light, yellow, blue, colours, maize, mixture, yellow, green, white, white",Colour co-occurrence,,Occurence,
es,yellow,1500,74,4.9,7,"amarilla, estrella, magnitud, enana, tipo, blanco, años, gigante, sol, luz","yellow, star, magnitude, dwarf, type, white, years, giant, sun, light",Space,,Occurence,
es,yellow,1500,74,4.9,8,"amarillo, azul, primarios, amarilla, colores, magenta, supergigante, cian, camiseta, pigmentos","yellow, blue, primary, yellow, colours, magenta, supergiant, cyan, jersey, pigments",Colour co-occurrence,,Occurence,
es,yellow,1500,74,4.9,9,"azul, amarillo, rojo, verde, colores, bandera, color, franjas, semillas, superior","blue, yellow, red, green, colours, flag, colour, stripes, seeds, upper",Colour co-occurrence,,Occurence,
es,yellow,1500,74,4.9,10,"amarilla, línea, fiebre, amarillo, estambres, volcán, mosquito, pequeñas, anteras, amarillas","yellow, line, fever, yellow, stamens, volcano, mosquito, small, anthers, yellows",Warnings,,Association,
es,yellow,1500,74,4.9,11,"amarillo, color, verde, rojo, negro, colores, blanco, azul, naranja, marrón","yellow, colour, green, red, black, colours, white, blue, orange, brown",Colour co-occurrence,,Occurence,
es,yellow,1500,74,4.9,12,"amarillo, flores, color, bandera, amarillas, escudo, magenta, cian, 100, centro","yellow, flowers, colour, flag, yellows, shield, magenta, cyan, 100, centre",Colour co-occurrence,,Occurence,
es,yellow,1500,74,4.9,13,"amarillos, amarillo, rojos, maillot, etapa, verdes, ojos, blancos, negros, colores","yellows, yellow, reds, jersey, stage, greens, eyes, whites, blacks, colours",Arts & entertainment,Colour co-occurrence,Occurence,
es,yellow,1500,74,4.9,14,"amarilla, fiebre, amarillo, cm, 10, región, forma, banda, ligeramente, hojas","yellow, fever, yellow, cm, 10, region, form, band, slightly, leaves",Warnings,,Association,
es,yellow,1500,74,4.9,15,"amarillo, oro, representa, blanco, colores, negro, simboliza, rojo, 11, formas","yellow, gold, represents, white, colours, black, symbolises, red, 11, forms",Colour co-occurrence,,Occurence,
es,blue,1500,271,18.1,1,"azul, color, rojo, púrpura, colores, violeta, oscuro, sistema, espacio, verde","blue, colour, red, purple, colours, violet, dark, system, space, green",Colour co-occurrence,,Occurence,
es,blue,1500,271,18.1,2,"azules, colores, rojos, blancas, verdes, producen, blancos, tonos, diferencia, amarillos","blues, colours, reds, whites, greens, produce, whites, tones, difference, yellows",Colour co-occurrence,,Occurence,
es,blue,1500,271,18.1,3,"azul, nilo, río, línea, sur, norte, zona, isla, ríos, división","blue, Nile, river, line, south, north, zone, island, rivers, division",named entity,,Occurence,
es,blue,1500,271,18.1,4,"azul, costa, época, tierra, picasso, ballena, especies, parís, efecto, luz","blue, coast, era/period, earth, Picasso, whale, species, Paris, effect, light",Arts & entertainment,,Association,
es,blue,1500,271,18.1,5,"azul, cielo, blanca, nacional, museo, centro, casa, ciudad, representa, bandera","blue, sky, white, national, museum, centre, house, city, represents, flag",physical description,,Occurence,
es,blue,1500,271,18.1,6,"azul, luz, roja, onda, playas, longitudes, blanca, lino, maíz, bandera","blue, light, red, wave, beaches, wavelengths, white, linen/flax, maize, flag",Space,,Occurence,
es,blue,1500,271,18.1,7,"azul, bandera, blanco, rojo, franja, estrella, franjas, superior, fondo, escudo","blue, flag, white, red, stripe, star, stripes, upper, background, shield",named entity,,Occurence,
es,blue,1500,271,18.1,8,"azul, cruz, ojos, azules, división, campeón, agua, méxico, fútbol, título","blue, cross, eyes, blues, division, champion, water, Mexico, football, title",named entity,,Occurence,
es,blue,1500,271,18.1,9,"azul, común, mezquita, ángel, danubio, tono, película, obra, abril, estudio","blue, common, mosque, angel, Danube, tone, film, work, April, studio",Unknown,,unknown,
es,blue,1500,271,18.1,10,"azul, región, estilo, colores, rojo, espectro, gris, grupos, bandas, visible","blue, region, style, colours, red, spectrum, grey, groups, bands, visible",Colour co-occurrence,Space,Occurence,
es,blue,1500,271,18.1,11,"azules, azul, estrellas, año, galaxias, mayoría, formación, comenzó, venezuela, brillantes","blues, blue, stars, year, galaxies, majority, formation, began, Venezuela, bright",Space,,Occurence,
es,blue,1500,271,18.1,12,"azules, paz, cascos, azul, fuerzas, alta, unidas, onu, naciones, alto","blues, peace, helmets, blue, forces, high, united, UN, nations, high",Conflict ,,Association,
es,blue,1500,271,18.1,13,"azul, flores, color, forma, cuadro, estrella, mar, atlántico, montaña, área","blue, flowers, colour, form, painting, star, sea, Atlantic, mountain, area",Ecology & environment,,Occurence,
es,blue,1500,271,18.1,14,"azul, verde, rojo, colores, amarillo, color, luz, ledes, naranja, primarios","blue, green, red, colours, yellow, colour, light, LEDs, orange, primary",Colour co-occurrence,,Occurence,
es,blue,1500,271,18.1,15,"azul, blanco, colores, negro, color, rojo, cian, amarillo, verde, magenta","blue, white, colours, black, colour, red, cyan, yellow, green, magenta",Colour co-occurrence,,Occurence,
es,brown,1500,32,2.1,1,"marrones, verdes, azules, marrón, colores, amarillos, líneas, rojas, natural, especie","browns, greens, blues, brown, colours, yellows, lines, reds, natural, species",Colour co-occurrence,,Occurence,
es,brown,1500,32,2.1,2,"marrón, tejido, río, adiposo, ácido, resto, color, humanos, coronel, mando","brown, tissue, river, adipose, acid, rest, colour, humans, colonel, command",Unknown,,unknown,
es,brown,1500,32,2.1,3,"marrón, enana, sistema, amarilla, años, luz, sol, óxido, roja, 10","brown, dwarf, system, yellow, years, light, sun, oxide, red, 10",Space,,Occurence,
es,brown,1500,32,2.1,4,"color, marrón, oscuro, negro, amarillo, labelo, flores, cm, manchas, rojo","colour, brown, dark, black, yellow, labellum, flowers, cm, spots, red",Ecology & environment,Colour co-occurrence,Occurence,
es,brown,1500,32,2.1,5,"marrón, negras, forma, marrones, papel, mm, bb, normalmente, región, marcas","brown, blacks, form, browns, paper, mm, BB, normally, region, marks",Unknown,,unknown,
es,brown,1500,32,2.1,6,"marrón, colores, negro, blanco, color, azul, rojo, fondo, naranja, tonos","brown, colours, black, white, colour, blue, red, background, orange, tones",Colour co-occurrence,,Occurence,
es,brown,1500,32,2.1,7,"marrón, trucha, pelo, color, rubio, cabello, castaño, ojos, común, negro","brown, trout, hair, colour, blond, hair, chestnut, eyes, common, black",physical description,,Occurence,
es,brown,1500,32,2.1,8,"marrón, verde, azul, color, amarillo, negro, ojos, naranja, rojo, rosa","brown, green, blue, colour, yellow, black, eyes, orange, red, pink",Colour co-occurrence,,Occurence,
es,brown,1500,32,2.1,9,"color, marrón, plumaje, oscuro, chocolate, negro, uniforme, pardo, hembras, verde","colour, brown, plumage, dark, chocolate, black, uniform, brown (pardo), females, green",Ecology & environment,,Occurence,
es,brown,1500,32,2.1,10,"marrón, color, marrones, piel, blancas, grises, manchas, negra, zonas, aspecto","brown, colour, browns, skin, whites, greys, spots, black, zones, aspect",Colour co-occurrence,,Occurence,
es,brown,1500,32,2.1,11,"marrón, color, pelaje, gris, rojizo, negro, blanco, oscuro, amarillento, cola","brown, colour, fur, grey, reddish, black, white, dark, yellowish, tail",physical description,,Occurence,
es,brown,1500,32,2.1,12,"marrones, enanas, marrón, enana, masa, planetas, estrellas, masas, estrella, planeta","browns, dwarfs, brown, dwarf, mass, planets, stars, masses, star, planet",Space,,Occurence,
es,brown,1500,32,2.1,13,"marrón, brown, rojo, partes, color, tortuga, línea, pico, india, oscuro","brown, brown, red, parts, colour, turtle, line, beak, India, dark",Colour co-occurrence,,Occurence,
es,brown,1500,32,2.1,14,"color, marrón, amarillo, generalmente, mayoría, manchas, especies, anaranjado, oscuras, sépalos","colour, brown, yellow, generally, mostly, spots, species, orange, dark, sépals",Colour co-occurrence,,Occurence,
es,brown,1500,32,2.1,15,"marrones, marrón, color, tradicionales, rayas, rojo, hembra, camiseta, finalmente, diamantes","browns, brown, colour, traditional, stripes, red, female, shirt, finally, diamonds",physical description,,Occurence,
es,orange,1500,145,9.7,1,"naranja, gigante, magnitud, estrella, brillante, tipo, espectral, años, luz, binaria","orange, giant, magnitude, star, bright, type, spectral, years, light, binary",Space,,Occurence,
es,orange,1500,145,9.7,2,"naranja, cultivos, país, ácido, sabor, onda, 20, pequeñas, par, diablos","orange, crops, country, acid, flavour, wave, 20, small, pair, devils",Unknown,,unknown,
es,orange,1500,145,9.7,3,"naranja, color, citrus, zumo, llamado, tradicional, naranjas, mandarina, variedad, fruto","orange, colour, citrus, juice, called, traditional, oranges, mandarin, variety, fruit",Food & drink,,Occurence,
es,orange,1500,145,9.7,4,"naranja, enana, años, hd, tipo, luz, planeta, naranjas, gliese, enanas","orange, dwarf, years, HD, type, light, planet, oranges, Gliese, dwarfs",Space,,Occurence,
es,orange,1500,145,9.7,5,"naranja, mecánica, caña, piña, azúcar, mango, productor, maíz, papaya, limón","orange, mechanical, cane, pineapple, sugar, mango, producer, maize, papaya, lemon",Food & drink,,Occurence,
es,orange,1500,145,9.7,6,"naranja, media, agente, fanta, grande, banda, cúpula, radio, unidos, tipo","orange, media, agent, Fanta, large, band, dome, radio, united, type",named entity,,Occurence,
es,orange,1500,145,9.7,7,"naranja, blanco, azul, bandera, orange, verde, rojo, colores, color, roja","orange, white, blue, flag, orange, green, red, colours, colour, red",Colour co-occurrence,,Occurence,
es,orange,1500,145,9.7,8,"naranja, amarillo, color, rojo, verde, colores, azul, negro, blanco, luz","orange, yellow, colour, red, green, colours, blue, black, white, light",Colour co-occurrence,,Occurence,
es,orange,1500,145,9.7,9,"toneladas, mil, 000, millones, naranja, señor, productos, arroz, maíz, plátano","tonnes, thousand, 000, millions, orange, sir, products, rice, maize, banana",Food & drink,,Occurence,
es,orange,1500,145,9.7,10,"naranjas, limones, producción, cultivo, cítricos, mandarinas, amor, produce, agricultura, frutas","oranges, lemons, production, cultivation, citrus, mandarins, love, produces, agriculture, fruits",Food & drink,,Occurence,
es,orange,1500,145,9.7,11,"naranja, color, revolución, equipo, fútbol, ucrania, piel, 2004, cobreloa, forma","orange, colour, revolution, team, football, Ukraine, skin, 2004, Cobreloa, form",Politics & ideology,Arts & entertainment,Association,
es,orange,1500,145,9.7,12,"naranja, color, año, blanca, forma, roja, isla, intenso, inglés, superior","orange, colour, year, white, form, red, island, intense, English, upper",Colour co-occurrence,,Occurence,
es,orange,1500,145,9.7,13,"naranja, café, naranjas, leche, principal, frutas, ingredientes, dulce, jugo, dulces","orange, coffee, oranges, milk, main, fruits, ingredients, sweet, juice, sweets",Food & drink,,Occurence,
es,orange,1500,145,9.7,14,"naranja, naranjas, guerra, españa, base, portugal, jugo, 1801, cáscara, valencia","orange, oranges, war, Spain, base, Portugal, juice, 1801, peel, Valencia",named entity,Conflict ,Occurence,
es,orange,1500,145,9.7,15,"naranja, limón, ciudad, jugo, naranjas, fruta, aceite, cebolla, pomelo, frutas","orange, lemon, city, juice, oranges, fruit, oil, onion, pomelo, fruits",Food & drink,,Occurence,
es,pink,1500,685,45.7,1,"rosa, novela, hijo, grupo, ángel, rose, pueblo, alberto, lópez, obra","pink/rose, novel, son, group, Ángel, rose, town/people, Alberto, López, work",named entity,,Occurence,
es,pink,1500,685,45.7,2,"rosa, vientos, the, maría, forma, llamada, santa, maglia, periodista, septiembre","rose, winds, the, María, form, called, Santa, maglia, journalist, September",named entity,,Occurence,
es,pink,1500,685,45.7,3,"rosa, maría, española, actriz, cantante, francisco, josé, mexicana, escritora, garcía","rose, María, Spanish, actress, singer, Francisco, José, Mexican, writer, García",named entity,,Occurence,
es,pink,1500,685,45.7,4,"santa, rosa, lima, nombre, san, peruana, california, año, ciudad, músico","Santa, Rosa, Lima, name, San, Peruvian, California, year, city, musician",named entity,,Occurence,
es,pink,1500,685,45.7,5,"rosas, manuel, juan, argentina, aires, gobernador, gobierno, batalla, urquiza, provincia","Rosas, Manuel, Juan, Argentina, Aires, governor, government, battle, Urquiza, province",named entity,,Occurence,
es,pink,1500,685,45.7,6,"rosa, rosas, norte, zona, sur, época, san, pétalos, santa, martín","rose, roses, north, zone, south, era, San, petals, Santa, Martín",named entity,,Occurence,
es,pink,1500,685,45.7,7,"rosa, san, santa, ciudad, lima, perú, nacional, miguel, juan, actual","rose, San, Santa, city, Lima, Peru, national, Miguel, Juan, current",named entity,,Occurence,
es,pink,1500,685,45.7,8,"rosa, flor, banda, surfer, obras, centro, rey, pilgrim, on, come","rose, flower, band, surfer, works, centre, king, Pilgrim, on, come",Unknown,,unknown,
es,pink,1500,685,45.7,9,"rosa, pantera, casa, guerra, rosas, actor, york, roja, símbolo, inglaterra","pink, panther, house, war, roses, actor, York, red, symbol, England",named entity,,Occurence,
es,pink,1500,685,45.7,10,"rosas, español, mexicano, francisco, político, antonio, premio, trece, jesús, rojas","Rosas, Spanish, Mexican, Francisco, political, Antonio, prize, thirteen, Jesús, Rojas",Politics & ideology,,Occurence,
es,pink,1500,685,45.7,11,"rosa, color, blanca, flores, blanco, futbolista, brasileño, diciembre, movimiento, agua","pink, colour, white, flowers, white, footballer, Brazilian, December, movement, water",Ecology & environment,,Occurence,
es,pink,1500,685,45.7,12,"rosa, rojo, azul, verde, color, colores, blanco, amarillo, álbum, negro","pink, red, blue, green, colour, colours, white, yellow, album, black",Colour co-occurrence,,Occurence,
es,pink,1500,685,45.7,13,"rosas, rosa, agosto, años, brasil, francia, ríos, junio, país, fiesta","roses, rose, August, years, Brazil, France, rivers, June, country, festival",Unknown,,unknown,
es,pink,1500,685,45.7,14,"rosa, josé, juan, poeta, autor, pedro, oscuro, martínez, marzo, enero","rose, José, Juan, poet, author, Pedro, dark, Martínez, March, January",named entity,,Occurence,
es,pink,1500,685,45.7,15,"rosa, ciudad, santa, oro, museo, conocida, luis, cantera, estilo, catedral","rose, city, Santa, gold, museum, known, Luis, quarry, style, cathedral",named entity,,Occurence,
es,purple,1500,182,12.1,1,"morada, ciudad, vida, castillo, méxico, antigua, escudo, isla, púrpura, tono","purple, city, life, castle, Mexico, old, shield, island, purple (púrpura), tone",Life experiences,,Association,
es,purple,1500,182,12.1,2,"morada, piel, ojos, personaje, cabello, especie, nacional, tamaño, agua, pequeño","purple, skin, eyes, character, hair, species, national, size, water, small",physical description,,Occurence,
es,purple,1500,182,12.1,3,"morado, saprissa, comunidad, cuadro, equipo, partido, club, estadio, deportivo, copa","purple, Saprissa, community, side/team, team, party/match, club, stadium, sports, cup",named entity,,Occurence,
es,purple,1500,182,12.1,4,"morados, moradas, morada, rojos, lugares, azules, amboto, principal, joven, planta","purples, purples, purple, reds, places, blues, Amboto, main, young, plant",Colour co-occurrence,,Occurence,
es,purple,1500,182,12.1,5,"color, morado, verde, blanco, rojo, negro, colores, bandera, amarillo, escudo","colour, purple, green, white, red, black, colours, flag, yellow, shield",Colour co-occurrence,,Occurence,
es,purple,1500,182,12.1,6,"morado, maíz, vino, perú, tinto, viste, resto, procesión, túnica, ojo","purple, maize, wine, Peru, red (wine), wears, rest, procession, tunic, eye",Belief and ritual,,Association,
es,purple,1500,182,12.1,7,"morado, azul, verde, rojo, colores, amarillo, naranja, rosa, blanco, negro","purple, blue, green, red, colours, yellow, orange, pink, white, black",Colour co-occurrence,,Occurence,
es,purple,1500,182,12.1,8,"morada, dioses, casa, dios, nombre, chicha, monte, franja, muertos, montaña","purple, gods, house, god, name, chicha, mount, stripe, dead, mountain",Belief and ritual,,Association,
es,purple,1500,182,12.1,9,"moradas, roja, morada, variedades, amarilla, amarillas, rojas, bandera, flores, república","purples, red, purple, varieties, yellow, yellows, reds, flag, flowers, republic",Colour co-occurrence,,Occurence,
es,purple,1500,182,12.1,10,"morada, cerro, nacional, franja, ajo, unión, sultán, radical, flor, guaria","purple, hill, national, stripe, garlic, union, sultan, radical, flower, guaria",Unknown,,unknown,
es,purple,1500,182,12.1,11,"moradas, obra, teresa, madre, interior, morada, metros, cueva, santa, mari","purples, work, Teresa, mother, interior, purple, metres, cave, Santa, Mari",Belief and ritual,,Association,
es,purple,1500,182,12.1,12,"lechuga, paso, santo, cristo, morada, morado, cofradía, imagen, decidió, túnica","lettuce, step/float, holy, Christ, purple, purple, brotherhood, image, decided, tunic",Belief and ritual,,Association,
es,purple,1500,182,12.1,13,"camiseta, uniforme, morada, morado, año, medias, pantalón, señor, blanco, estudiantes","shirt, uniform, purple, purple, year, socks, trousers, sir, white, students",physical description,,Occurence,
es,purple,1500,182,12.1,14,"morada, años, san, dios, josé, juan, cuerpo, muertos, restos, muerte","purple, years, San, god, body, dead, remains, death",Death ,Belief and ritual,Association,
es,purple,1500,182,12.1,15,"morada, tierra, lirio, allanamiento, flor, mundo, hierba, base, conocido, franja","purple, earth, iris/lily, break-in, flower, world, herb, base, known, stripe",Ecology & environment,,Occurence,
es,gray,1500,140,9.3,1,"gris, años, grises, hombres, época, año, cola, ángel, guerra, libro","grey, years, greys, men, era, year, tail, Ángel, war, book",Life experiences,,Occurence,
es,gray,1500,140,9.3,2,"negro, gris, blanco, colores, color, puertos, rojo, gandalf, logotipo, verde","black, grey, white, colours, colour, ports, red, Gandalf, logo, green",Colour co-occurrence,,Occurence,
es,gray,1500,140,9.3,3,"gris, nombre, tierra, media, región, larga, barba, punto, significa, mundo","grey, name, earth, middle, region, long, beard, point, means, world",named entity,,Occurence,
es,gray,1500,140,9.3,4,"gris, lobo, especies, incluye, oso, animales, tipo, arena, fauna, canis","grey, wolf, species, includes, bear, animals, type, sand, fauna, Canis",physical description,,Occurence,
es,gray,1500,140,9.3,5,"gris, piedra, obra, mármol, granito, aire, construido, caliza, finales, museo","grey, stone, work, marble, granite, air, built, limestone, late, museum",physical description,,Occurence,
es,gray,1500,140,9.3,6,"gris, sustancia, común, forma, blanca, núcleo, color, cerebro, núcleos, central","grey, substance, common, form, white, nucleus, colour, brain, nuclei, central",Life experiences,,Occurence,
es,gray,1500,140,9.3,7,"gris, marrón, color, zorro, especies, mamíferos, plumaje, comunes, puma, gato","grey, brown, colour, fox, species, mammals, plumage, common, puma, cat",physical description,,Occurence,
